0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
216532;211472;204660;191446;173496;148960;135082;106058;77722;42182;-14916;62110;112668;130608;172662;194144;201596;203796;206648;207072;207348;0
230924;225776;218944;205082;186122;161762;147264;115952;87110;50574;-9162;63992;118746;137772;187344;209990;217550;219810;222672;223140;223416;1
241840;234988;221134;202168;177768;162996;131324;102062;65652;3018;-59706;122402;143484;193464;216178;224318;226760;229928;230408;230684;230938;0
244572;237444;223040;204074;179600;164820;132230;101056;66220;3318;60840;121450;142728;196554;219282;227226;229694;232862;233342;233618;233872;0
218126;212318;205200;192250;180062;155932;141584;103946;71398;37312;-13276;57778;101998;123918;179838;192954;201334;203450;206724;207204;207480;0
243422;237612;230492;217290;196936;172864;156282;118422;83838;46000;13556;64646;110838;133416;193670;207548;219000;221326;224600;225100;225380;1
262160;256336;249374;236436;215372;190782;173670;133854;97162;56364;-8998;67170;114808;137892;198378;212888;224386;226716;229992;230492;230770;1
268708;261594;248574;227372;202768;184622;144106;107096;66102;-2160;67086;118266;144888;205958;220550;232246;234582;237878;238378;238656;238910;0
274678;268508;261030;247534;225750;201676;183466;143536;103488;62094;10146;78048;130720;156512;217866;232264;246320;248666;252644;253144;253422;0
258706;249578;247590;241042;233342;219734;205670;178444;158444;116094;71996;-18986;37624;84654;126422;145148;204506;217856;227138;229284;233254;1
285202;278364;270540;262296;248332;232662;198370;176216;125104;77508;14140;46932;99166;144670;168750;228312;241374;250854;253002;256972;257472;0
298594;291758;283468;274916;260410;243880;210344;186872;134684;85602;16688;50948;104308;149424;174028;234510;247796;257278;259428;263420;263920;0
306238;299404;291042;282186;267680;251088;216952;192644;140348;90522;-15190;58084;111514;156990;181984;242520;255796;265126;267276;271296;271798;1
308908;300464;291104;276280;259716;225664;201264;148764;98688;29884;50044;105432;153208;179416;239952;253930;262842;265094;269112;269614;269990;0
168706;166808;162356;158556;152132;143472;124700;110118;82268;54018;16050;20158;54564;78632;90586;103198;112544;117538;121830;125270;125772;1
198736;194188;184212;177120;167656;147440;130924;100372;68082;26708;23224;65176;97838;111106;128950;138344;143418;147708;151148;151650;152032;1
221598;217174;206684;199102;189188;168018;150862;118842;84568;34356;-20354;66712;102028;117246;139580;161344;166414;170850;174374;174852;175234;0
227394;222950;212456;204872;194572;173306;156042;122804;86468;34384;22088;71980;110396;126574;149060;170700;175652;180380;183906;184384;184812;0
245038;242812;238376;227514;219826;209490;187958;170384;131210;93910;38822;28150;81636;121082;138248;160456;182490;187410;192138;195676;196154;1
197216;192772;188636;180636;171216;151088;134120;96150;62726;21242;21530;60438;92306;107118;125026;146760;151588;153916;157454;157932;158392;0
217322;215126;210722;206672;197958;188014;166436;146566;105924;70824;24298;24086;66798;101260;117292;135954;158486;163592;165920;170284;170782;1
223982;219812;215920;207122;196586;174904;154232;112724;75322;26492;27346;74676;110834;126518;145636;168186;173306;175666;180032;180530;180908;0
239354;237136;233046;229168;220372;208200;186346;165650;121482;81772;28176;33644;89190;127084;143112;162070;184684;189804;192164;196622;197120;1
252992;248932;245058;236316;223828;202030;181660;133934;93158;37190;39242;105200;145490;162164;181276;203896;209020;211380;215838;216336;216714;0
223466;221248;217216;213442;205656;193166;173118;154304;108804;70646;21352;27120;74212;112094;127202;145040;167006;171822;174172;178628;179126;1
250218;248206;244186;240412;232982;220048;199536;174238;126518;83242;18222;38174;87396;123032;137330;155186;176996;182096;184446;188902;189400;1
258882;256870;252872;249098;241758;228834;208448;182768;136804;92502;23364;39006;90326;128368;142110;159080;180986;186086;188436;192892;193390;1
254482;252470;248472;244698;238240;225318;205286;181246;136986;91830;25280;42578;97054;135762;149232;166352;188320;193420;195770;200226;200724;0
199466;197454;193456;189682;183658;172728;153314;131310;93032;58234;12596;27928;74578;107018;119446;136522;158466;163564;165914;170370;170868;1
202186;198186;194416;188392;177458;158290;135872;98026;63802;17538;31838;83500;115282;130060;147128;168772;173870;176220;180676;181174;181552;1
204504;200734;194732;183798;165300;143332;107414;75200;27538;-24730;76004;114202;130544;154240;175834;180932;183268;187724;188222;188600;188958;1
203334;199564;193580;182646;164202;142246;107472;75812;28006;-19884;74186;111224;127678;152850;174988;180146;182482;186914;187412;187790;188148;1
121168;120512;117410;115596;98354;83706;61418;48178;27370;-7026;32202;55430;66462;75558;83076;85818;86092;90138;90172;90386;90406;0
171800;170478;169772;166210;163732;145582;123100;94608;75314;47432;2178;40116;68774;83372;98110;107436;113988;114294;118772;118806;119030;1
205608;203892;203138;197512;194050;172540;147366;117240;93756;56994;-5854;49758;85334;103190;119682;132038;139418;139766;145186;145406;145650;1
216110;214342;213544;207614;204086;182098;156122;125000;99770;61340;1072;50066;87756;107372;124014;136834;144632;144986;151250;151516;151760;0
218472;216468;215608;209464;205070;183060;156778;124540;99738;58818;8384;63624;105676;128826;145950;158560;166304;166872;173106;173428;173926;0
191506;189502;188594;182334;177740;155694;129722;99030;77538;44670;9506;42186;71490;93634;108890;121272;129224;129792;136048;136340;136838;0
223636;223386;221408;220496;213602;207800;183976;156626;123102;96514;48896;17280;56362;98608;121418;141556;154468;162776;163404;171416;171722;1
249608;247646;246734;239338;233040;207028;177190;143016;114580;60608;20448;63408;110060;133460;155426;168374;176666;177294;185334;185652;186170;1
259932;257970;257040;249624;243212;217466;187482;153038;123726;66130;18844;68118;120486;144234;166752;179926;188224;188852;196938;197256;197782;1
271530;269584;268652;260970;254616;228868;198548;161204;131330;70648;-9126;68970;125990;150076;175124;188248;196958;197642;207732;208058;208586;0
223862;221916;220924;213212;208272;185474;157518;122654;97828;50568;-9412;50024;93676;115964;145686;158740;167502;168212;178266;178562;179100;1
244040;241710;240768;232740;227594;204784;177476;139824;112888;60448;-4838;55092;103784;128076;157890;172488;181812;182564;192622;192918;193456;1
258596;257562;249638;244734;222666;193896;155416;126686;73594;4240;54526;104938;130214;160086;174880;186004;186772;196932;197230;198036;198086;1
280238;279200;271240;265752;243972;215236;176614;148192;95236;24126;-45136;107756;137466;169404;184658;196122;196906;207524;208284;209166;209388;1
301428;293342;287822;265952;237396;197920;168514;113902;44796;-23426;104404;151422;186734;204268;217722;219130;229780;230600;231482;231908;232386;0
255920;254866;246774;241634;220904;195538;157872;130260;80956;25718;-23722;81482;113792;150882;169064;184012;186444;196354;197184;198066;198536;1
272008;270954;262818;257660;236806;211584;172266;142932;91780;36468;-22422;85322;119526;157372;177860;194100;196550;206502;207336;208218;208732;0
278900;277838;269478;264310;243102;217404;178520;149056;96388;40570;20380;90720;125524;164872;188966;205410;207878;218016;218850;219752;220290;1
286470;285454;277090;271948;250558;224750;184990;156116;103366;46916;-18582;89322;124372;164628;189098;206006;208662;218834;219782;221178;221810;1
298856;290270;285126;263612;237724;198214;169212;117260;62128;1066;81536;122174;162634;187584;205118;207842;217998;218948;220348;220986;221464;0
142884;135930;133876;120910;109176;82444;69958;47120;21830;4050;26244;41742;64442;77790;91104;93808;103618;104562;105968;106606;107084;1
165214;158248;156200;142586;129596;102236;86662;62386;35670;9234;29502;55674;80020;99322;113500;116618;128316;129860;132236;132874;133352;1
193254;186282;183916;170204;157040;129404;110228;86140;56328;22302;-23902;64788;92860;116680;132000;135340;147150;148714;151094;151726;152204;0
218588;211560;209174;195152;181918;154238;131594;106180;74710;29974;-17962;68160;99348;125700;144646;148696;160524;162088;164490;165132;165610;0
234212;226374;223906;209688;196092;168272;141650;114252;80248;31616;24048;73452;105024;132200;152398;157278;169304;170888;173318;173980;174460;0
210610;209682;201688;199138;184234;170756;142672;117028;91666;60174;-7576;39662;70674;98030;122584;143878;148780;160654;161638;164066;164814;1
227478;226550;218580;216030;200272;186382;158190;131940;103352;68298;-5948;47310;80476;113622;135316;160276;165258;177216;178202;180652;181494;1
237692;236764;228776;226222;210228;196110;167516;141848;111922;76070;10522;48220;82236;117034;137554;168176;173664;185622;186608;189102;189944;0
238912;237982;230130;227554;211466;197380;169196;143272;111322;74198;-8040;49598;84764;120462;140408;171494;177404;189348;190334;192836;193678;0
214034;213104;205026;202450;186390;171274;143568;118758;89444;57256;-122;43368;71026;103520;122646;154080;160048;173632;174598;177120;177962;1
227146;226226;218150;215570;199426;184082;155636;128758;97062;62254;-756;50788;82450;114230;134292;166218;172192;186236;187220;189764;190596;0
237526;236586;228480;225898;209694;194270;164958;136254;104596;65910;6442;59438;91452;125190;145422;177638;183510;197564;198558;201102;201934;0
264040;263096;254680;251784;235288;219864;188876;157756;122038;80504;10738;64428;97664;133718;154056;186202;192082;206134;206984;209848;210680;1
238418;237472;228600;225718;209742;193898;162480;133302;101144;58506;9518;60058;88102;124078;144494;176580;182454;196536;197396;200378;201180;0
262726;258456;255040;245850;240192;223336;204560;170826;136994;100908;-53052;18502;72250;102774;138994;159410;191416;197300;211380;212244;215226;0
273490;269220;265792;256178;250414;232910;213698;175302;140186;101700;-43188;31862;89010;120454;156896;177354;209406;215340;229892;230726;233708;1
285062;281302;271290;265482;248084;227550;188962;154964;115222;50944;33730;99672;133214;169260;189996;222060;227746;242302;243106;246028;246748;1
306290;302526;292510;286372;269124;248098;207616;174812;131220;65872;-29510;103360;146202;187216;207768;238594;244262;259076;259890;262812;263532;1
210228;200966;197410;182936;167236;136514;113058;81832;46582;-5658;55058;77546;112638;126510;138282;141898;156382;157166;159112;159832;160334;0
246872;243120;232448;228650;213970;197958;165454;140298;101496;62222;5176;57858;82338;119366;136060;148706;152768;167304;168110;170656;171346;1
260984;257226;246504;242724;228002;211880;178168;151514;110060;67466;8012;61352;87718;126088;144158;156100;160168;174710;176648;179414;180104;1
281956;271176;267472;252462;236352;201362;174474;134240;88394;26610;-46228;94240;143446;164052;176522;180652;195404;197924;200782;201552;202578;1
294154;290438;275840;259702;225296;198394;159900;115568;51442;-26484;90270;156534;181672;196786;201046;215318;217842;220734;221704;222706;222940;0
247018;236092;232256;218152;202798;171944;147626;110286;69726;21732;-27410;65442;111464;131936;148032;152360;166246;169124;173212;174182;175184;1
269670;258738;254862;239720;223736;192812;166724;127934;84174;30692;-22770;67732;118750;142850;160124;165078;179750;182634;186716;187676;188678;1
267432;264296;249124;233070;202028;175414;135902;91592;37976;-19750;69448;123148;149300;166776;172340;186980;189920;194002;194962;195964;196204;0
289776;279148;275626;260264;244258;213028;186322;145844;102136;43826;-17136;76268;134484;162710;181760;187416;202096;205032;209114;210074;211078;1
301048;290608;287116;271776;255712;224566;197302;156226;110984;50960;-18602;81860;142522;171658;190870;196520;211314;214258;218330;219222;220226;1
255910;252798;238646;224186;193206;167778;129140;88032;30590;-21420;66522;114042;140756;158544;164174;179072;180566;184632;185524;186528;186768;1
271666;268554;254466;239964;208266;183062;143802;100274;40338;-18606;68732;120230;148978;169560;175366;190362;191856;195922;196814;197818;198058;1
306696;292880;278612;247974;222104;182386;139330;76830;14092;-50220;122752;166998;192974;199048;215718;217232;221194;222106;223138;223398;223402;0
322198;319174;305402;291016;260204;234728;196740;151380;86874;23558;-42722;124496;173922;202314;211110;229204;231804;235880;236792;237824;238084;0
326412;323388;309914;295038;264440;239064;202664;156656;91562;28012;-37834;122300;173928;206070;215634;236222;238880;242976;243888;244920;245180;1
275422;262320;248752;219598;195284;161556;121040;61408;12832;-37264;98218;137586;163268;173346;194176;196752;200840;201754;202786;203046;203054;1
294524;281422;267878;238142;213792;180006;139904;80484;30488;-21552;-92958;141038;168870;180246;201286;208090;212522;213436;214408;214668;214676;1
307730;294712;280908;251204;227006;192910;152388;93050;41440;-11866;-87626;140106;172010;184076;204920;213982;218610;219524;220496;220760;220768;1
316682;302114;270568;246590;212554;172382;114882;65424;12460;-62806;-124556;170300;195126;222450;231620;236888;237832;238802;239066;239074;239074;1
263950;233456;210358;178208;139940;84604;40416;-5380;-68982;-111868;145366;162624;181546;185678;190580;191636;194806;195070;195078;195078;195118;0
296176;282512;252130;228652;196696;159198;103508;59984;13990;-49282;-99552;142430;163740;184500;189264;200090;222532;227326;227590;227598;227598;1
292046;261780;237762;204928;168014;114312;71440;26944;-38614;-93216;136728;158312;177994;183028;193652;216102;220896;221160;221168;221168;221208;1
296770;266746;242658;209560;172556;118970;76238;31478;-33260;-86762;-132942;155454;176682;185140;195290;217740;222534;222798;222806;222806;222846;1
93332;89082;86036;82180;79788;68998;58328;46686;29810;6494;-23882;40894;54752;59196;66362;69948;74210;74450;75394;75546;76620;0
121388;117070;114148;110248;107604;96062;84798;71168;50982;19730;23264;52320;72376;78092;98328;106658;114186;116250;117346;117644;119258;1
132968;128422;125348;121366;118684;107034;95768;80258;60228;27262;-20990;55532;77912;84306;105252;114606;122248;124624;126258;126606;130220;0
151816;147330;144136;140204;137506;125572;113496;93612;72900;38638;-20708;63592;88130;95780;117452;128940;137028;139342;141984;142416;147160;1
161660;157108;153464;149114;146270;134418;122070;100414;78268;42850;-17764;66414;93548;103778;126232;138044;146130;148462;151106;151584;156586;0
140138;135596;132454;128742;126088;113274;101016;80034;62402;33664;-10652;48984;71634;79990;101594;111484;119070;121400;124216;124694;131614;0
160654;156050;152930;148974;146106;133022;120628;99234;79220;41814;-8778;55958;84866;94902;121448;132452;141344;143674;147154;147674;154664;1
174924;171524;167574;164720;152010;139258;117318;96500;55218;2636;-52284;91440;104674;133846;146652;155748;158140;161624;162184;170692;170976;0
180638;176836;172870;169768;157170;144400;122368;101684;59816;5966;53844;96286;112062;141864;155896;166216;168614;172406;173684;182210;182494;1
187418;183700;179384;176156;163598;150480;128218;107364;63626;11390;54344;99690;117740;147998;162118;172494;174892;178734;180014;188944;189228;1
158968;155242;150502;147412;134956;121994;97950;79112;46196;1778;-43028;77138;90482;100386;126754;138084;140476;144472;145754;154790;155074;0
182370;178636;172974;169952;157398;144220;118438;99022;64598;10016;40070;82420;100386;112508;140606;153090;155532;159922;161208;170314;170598;1
191678;187936;181862;178842;166318;153146;125994;105758;70226;15130;-40524;84788;102016;115818;144220;157494;160136;164574;165964;175092;175404;0
198852;195144;189078;185796;173128;159678;130452;107540;71932;15832;-40014;86050;103308;117342;160136;173504;176214;180652;182042;191188;191500;1
208286;202134;198614;185756;172134;142388;117100;81296;24748;-32134;85270;106218;121344;164270;178080;180988;185410;186800;196022;196334;196682;0
189734;186000;179798;176624;163334;150030;120304;95000;58544;10296;-35460;72692;90804;104624;132266;143324;146662;151118;152434;161738;162050;0
207234;203182;196852;193704;180148;166820;133610;107394;67098;15254;39274;78004;96930;110074;139606;151226;154588;159206;160538;169788;170100;0
223238;219184;212586;208810;195288;181536;147534;121462;80134;22706;39746;81724;101240;115952;146732;158524;161960;166578;168336;177486;177798;0
232306;228222;221592;217756;203610;189530;156090;128644;80502;22194;45394;90924;111256;126226;157624;169788;173250;177838;179600;188970;189282;0
251672;238428;234326;227672;223748;209938;195580;161608;133804;83712;24158;45764;91444;111846;129504;158580;170802;174102;180158;182420;192358;0
135520;126182;125218;123396;122120;116000;109708;85058;70008;42640;6544;29054;50988;59666;83044;86902;95226;96558;102010;103168;112474;1
161790;152446;151460;149638;148158;141806;134042;107326;83944;53022;8764;37254;73616;85074;109574;114888;123710;125462;131008;132204;141586;0
176864;167474;166396;164550;162990;156186;148018;117314;92748;58510;-7794;43670;84474;97248;121366;126808;135628;137438;142974;144152;153568;0
188602;179208;178090;176216;173950;167078;158630;126338;98608;61130;-5844;49516;90914;104628;128980;134458;143290;145432;150964;152142;161628;0
211684;202292;201144;199222;196932;187846;178092;134296;105954;67814;286;55352;99156;113300;137882;143236;152120;154472;160526;161704;171200;1
196150;186738;185518;183534;181240;168142;158242;109544;82566;57362;-2152;41810;75306;96016;105488;109896;118408;120408;126060;127238;136990;1
219358;209038;207812;205812;203540;190344;179804;131376;101554;73842;6568;47680;86132;108104;118868;123488;131864;134006;139658;140836;150906;1
227814;217052;215862;213658;210728;197480;186522;138276;107216;75834;5174;50938;92442;115364;128404;133046;141334;143476;149160;150338;160412;0
244438;233204;232022;229766;226200;211998;201098;152446;120294;87034;8384;52330;94566;120514;134112;138744;147032;149174;155138;156316;166450;1
265090;253836;252664;250408;246832;232344;221082;171472;137730;102658;19878;57296;104748;133480;147664;152282;160908;163080;169044;170226;180360;0
212952;201570;200328;198018;195108;180516;169176;120856;90454;61538;282;46948;88942;112676;123506;128306;136740;139042;145094;146282;157092;0
272458;267242;263830;252104;250598;247904;242918;213742;192806;133852;-84120;-23962;51512;102700;150574;176772;187380;193008;201560;203842;209858;0
295006;289428;285986;274300;272838;269698;263752;229520;204940;141312;-66458;698;78464;134638;186732;214118;224332;230074;238820;240780;246728;1
315822;310088;306508;295170;290770;286460;279024;242890;213150;144660;-65690;4000;81950;142008;196982;224792;235706;241538;250294;252234;258158;0
331712;331334;325528;321380;308040;302820;297320;283510;243476;212282;145542;-64876;9124;91214;153142;211996;240488;251184;257004;265730;267690;1
280214;274396;270232;256910;253938;248514;236508;197574;173932;118734;56850;700;60170;113636;166798;180206;190144;194658;203044;204994;210880;0
297466;291576;287254;273024;268742;262028;248044;203008;177470;121264;-56328;8026;69914;123780;178576;192362;202332;206840;215554;217504;223390;1
302742;296774;292378;278086;273458;266068;251648;205610;179420;120888;-51352;14530;75916;129832;185718;200092;209616;214144;223074;225010;230886;1
314546;309280;304880;290546;285836;278030;263108;215172;188228;110606;37814;37372;101420;157328;213740;228510;238200;242810;251800;253736;259374;0
315326;314696;309166;304746;290476;285536;276504;261006;211170;181962;-93894;-16914;65118;134256;191880;251618;267538;277204;281816;290914;292850;0
210206;200418;200020;194810;185532;172164;168442;160996;149044;103406;79944;-35124;1384;36122;67292;105744;147800;154774;159164;162256;169824;0
235328;225110;224388;219066;209804;193168;187776;178866;160720;109676;-71686;-17498;23098;64480;97186;138502;180860;188146;192572;195758;203508;1
246900;236682;235964;230564;221284;204534;198818;186260;166154;111020;66908;-6262;39210;80976;113778;157388;200056;207510;211982;216632;224402;1
256448;255758;250292;241222;224704;217748;204648;182670;120098;73900;-5826;46728;89920;123242;169588;212132;219690;224688;229332;237102;238510;1
279160;278470;272976;263892;247308;240272;226836;204108;140336;92506;15662;59190;107516;141874;188394;230944;238508;243458;248010;255948;257356;1
239066;238398;232874;223814;209154;201678;189708;171942;117054;86188;36450;12980;51472;84340;127542;169842;177054;181626;186178;194070;195500;0
261978;261312;255892;246824;230080;221576;208524;189054;126002;92018;-35234;17592;62254;97388;140792;183438;190940;195514;200128;208020;209450;1
269570;268844;263402;254286;237400;229074;215474;195542;130090;93382;-30208;27326;74620;111752;155634;198282;205816;210460;215086;222978;224408;0
278420;268124;267388;261938;252840;235868;227358;213828;192032;125714;85440;-18332;44528;89696;127570;170618;213288;220712;225354;229980;237876;1
277222;276486;270588;261670;244566;234418;220652;197704;132988;90472;-11076;59778;105526;144268;186902;229718;236930;241580;246206;254126;255556;1
248842;248108;241666;232770;218842;210522;198294;179030;123722;90854;27442;20668;60914;95932;137552;180044;186956;191612;196262;204308;205738;1
274220;267782;258888;245138;236810;224456;204646;150276;113922;37528;23444;68262;105720;151064;193296;200140;204782;209432;217480;218912;223854;1
294180;287744;279150;265058;256690;242968;222962;170692;134000;52538;-13080;69328;108604;154778;198522;205590;210194;214844;222556;223988;228930;1
302646;296210;287616;273588;265208;251422;231854;178930;141562;60492;-5704;69178;110602;156856;200582;207636;212240;216890;224622;226054;230996;1
310138;301222;287108;278662;265194;245668;193158;154688;77562;14450;-56640;121402;170858;215454;225326;229932;234610;242592;244040;248982;250010;1
258594;249960;236024;228490;218142;202262;154050;126134;68824;25492;-26048;77982;129398;175912;186116;191434;196456;204402;205850;210792;211834;1
282126;268298;260864;250570;229528;180108;151646;90880;36216;-23748;85076;142502;191414;207360;213820;219146;227018;228466;233408;234450;243286;0
295110;280984;273616;263398;242226;193240;165118;104352;49998;-15190;82958;145466;195116;213452;220818;226348;234280;235728;241810;242852;251688;1
295470;281250;273804;263870;242610;194726;166636;108012;53636;-13922;84438;147968;198734;216020;223376;228906;237298;238744;245846;246888;255724;1
303056;289486;281872;271902;250914;203110;175550;118564;65820;-4850;77506;150812;203128;223668;231262;236774;244720;246180;253282;254324;263160;1
265824;252782;245538;235880;220804;174552;149472;95602;50092;-10050;-65036;123876;170474;188904;193894;198840;206444;207900;215002;216044;224880;1
262604;255348;245664;231028;185210;160618;106588;61258;-346;-59214;122836;170418;191264;197258;204078;211844;213856;220988;222030;230866;231172;1
248898;238956;224098;180974;156720;103530;62132;4364;-47912;-110518;160636;182974;190070;196700;205026;207154;214432;215474;224310;224616;225004;0
258126;250820;240786;225682;185460;163114;110402;69736;14810;-36790;-101678;165786;191028;200686;208234;217006;219196;226476;227518;235834;236140;1
91812;89766;81988;79742;72504;57730;47680;40902;27110;6640;13052;34608;40492;47074;49536;61068;61590;64396;64482;66152;67046;0
117456;108222;106016;98174;95764;87938;72010;60066;52820;35140;6440;19190;44252;52248;61838;66044;90076;90868;93888;93974;95646;1
122424;120192;112326;109912;101440;84842;70720;61332;40892;9226;23466;50898;59552;70096;77888;102712;103558;106658;106940;108632;109770;0
139068;129064;126818;118854;116430;107586;90744;71558;62506;39932;-4506;30258;57862;66394;76844;84962;110682;111602;114912;116094;117786;0
144928;134752;132496;124146;121412;111690;94286;74806;65062;37368;7966;43028;72368;80754;91912;100114;126356;127570;132394;133656;135380;1
131464;121026;116412;107994;104420;94416;77338;57904;48484;23064;6896;30138;50948;57310;66140;73058;103184;107960;112862;115000;117126;0
144728;143372;132684;129782;121254;117672;106858;89256;68786;56768;26060;11088;39054;62484;70474;79758;87464;119550;122768;127910;130044;0
156654;155268;144424;141530;132744;129076;116052;97398;75310;60900;22820;23062;53100;79384;88134;98110;105864;137992;141180;146928;149052;0
168918;167468;156206;153262;144502;140424;120804;101732;78488;62446;-19836;27660;57750;84742;93988;104360;112110;144192;147478;153930;156024;0
184066;172806;171354;159576;156556;145458;141158;119754;99546;75604;54218;-3718;45082;73762;105798;114112;124446;132498;164984;168390;175686;0
167174;155930;154468;141858;138830;125788;121158;98690;78684;51856;-33898;-2944;28936;47624;84588;91628;100804;107840;139894;143130;150046;1
186980;175714;174102;161298;158182;143582;138706;115306;93194;60288;36280;2004;41456;61752;105498;113498;123706;130770;163820;167124;174294;1
199024;197412;184350;181116;165612;158276;134248;110544;73954;41058;5244;46884;69940;114662;123308;133892;140982;174114;177434;184662;186756;0
218324;206970;205352;192040;188748;171528;163840;139332;112950;74852;-35810;19596;65928;90994;136516;145398;156530;164312;197504;200824;208050;1
226162;224544;211078;207782;189212;180952;155832;129322;85488;43656;15048;65386;91508;137506;146624;158326;166130;199152;202482;209702;211796;1
198126;196508;183044;179736;162570;155286;130290;110108;71174;38582;-2286;41218;64256;108330;117166;127380;135480;168828;172158;179378;181472;1
216962;215334;201714;198414;180742;172630;146356;125270;85264;51146;2116;46824;73856;119026;129314;140200;148400;182808;186134;193354;195448;0
216028;214372;200730;197402;179516;171332;145058;123792;85128;50872;1276;50498;80658;128834;138872;150054;158346;192902;196228;203508;205604;1
219292;217614;203972;200554;182184;174048;147568;126092;87000;51898;-554;49532;80860;131764;141956;154020;162548;197406;200768;208060;210166;1
222430;208756;205266;187414;179234;152686;131132;94242;59168;9192;46766;80196;131484;141848;155092;163934;198922;202596;209950;212056;215138;1
120684;108688;107438;95316;90536;74100;59864;46866;37902;13010;15272;34562;49972;54294;84766;90500;97100;98050;104122;106210;109338;1
141516;129294;127948;115396;108938;92228;77216;63108;49582;21314;15832;41938;60264;66582;97612;115114;129110;130378;137302;139778;143146;1
164582;152234;150794;138624;132166;115336;100408;82900;64022;30648;-7838;45160;67078;75662;107708;125816;140358;141904;148870;151426;154894;1
165886;164358;152182;145612;127156;111804;94098;74206;40650;3426;-38114;69904;82786;116290;135616;150640;152430;159972;162536;166126;167668;1
172146;170526;158134;151342;132584;116972;98560;77704;44412;6168;-35168;74378;91610;128864;148720;163834;165638;173200;175768;179378;180952;1
149506;137336;132416;114054;99242;85258;69582;40374;17040;-11462;-43392;62854;87846;97400;107200;110870;118562;121232;124782;126386;128224;1
175570;170560;151526;132030;115730;99168;64378;39346;6070;-35620;63888;95702;117088;148022;165950;173824;176676;180154;181852;184350;184608;0
200914;188762;184002;164378;144206;127852;111410;74918;49244;15438;-24742;63786;99014;122286;154010;172466;180384;183254;186758;188480;191250;1
197686;192952;172914;152518;135788;119374;83462;56576;22814;-20560;67676;102398;126518;159830;178574;186592;189472;192974;194724;197594;198476;1
219592;214928;194774;174382;157064;138708;99862;72724;37400;-5936;62706;101174;126660;160402;179420;187996;190878;194478;196234;199100;199982;0
170578;165920;145658;130290;115720;101004;65992;42902;16540;-12592;43818;72208;85496;99260;103038;113118;116010;121138;123482;126408;127290;1
209666;189146;173604;153928;136982;96572;69236;38482;3632;-42026;-77254;94770;114400;140794;154578;158798;163982;166348;169324;170208;170860;0
234464;213882;198434;178040;161268;120374;91618;60268;24570;-22934;64060;95772;120518;151050;172784;180278;187268;189494;192472;193362;194028;1
226268;210798;190734;174022;132360;103994;72854;37416;-12288;-57314;100024;130510;163814;197310;205068;212456;214926;217724;218654;219330;219330;1
193460;178316;164242;149890;110672;87272;59250;28776;-9046;-37994;-67222;97404;110068;139778;147152;174466;179110;181908;182902;183594;183594;0
219746;204636;189798;170266;129954;104962;74874;43530;1672;-29214;71522;107054;123962;155772;166330;206344;213374;224234;225230;225918;225920;0
252902;233140;218252;203522;184200;143990;117252;84722;51658;5762;-29566;75490;113976;132476;165310;175964;216762;223800;234668;235664;236366;0
264398;244558;229712;214966;195878;155678;128078;94142;55444;8474;37574;88444;131298;151546;186058;197164;237206;244280;255152;256188;256930;0
276340;271580;252332;237302;222490;203518;163670;136268;100542;60562;12574;46912;102520;145526;166556;201610;213224;253222;260468;271342;272378;0
228254;223494;203912;188572;174616;161752;122606;95384;60592;25464;-18076;55760;91432;120308;133274;184274;194082;200154;202644;205478;206514;1
241606;221964;205880;191426;178804;138176;108626;70400;30466;-16254;57650;95252;125236;139534;191470;202182;213684;216194;219082;220138;221564;0
248766;229474;213228;198540;184002;144154;114262;76508;36190;-12042;58750;99708;129146;144236;198042;209030;220696;223292;226192;227248;228674;1
263026;244048;228056;213346;197970;157842;127918;89780;49298;1136;55626;99906;129434;144838;198706;209870;221584;224618;227512;228574;230634;0
273904;255204;239176;224542;209118;169688;139192;99656;58044;8178;52774;104086;136176;152746;206876;218614;230378;233506;236402;237464;239908;1
139514;124318;111942;101726;96488;79754;62390;43684;21476;-266;-29694;53998;68500;78180;114028;122388;126742;128998;131906;132944;135370;0
159996;144708;132326;121912;116580;98242;80288;58430;31646;6254;28560;58346;77718;90692;127400;137294;145812;148048;151016;152054;154480;1
164110;148660;136192;125762;120420;102570;84486;62454;33822;7510;-31538;63734;86440;100540;137524;147502;156412;158686;161656;162694;165120;0
176478;173244;157762;145220;134810;129152;109792;91562;66890;35904;-592;45192;82894;108316;123242;163780;173836;182946;185250;188220;189258;0
188258;185044;169492;156834;146406;140746;120766;102484;74644;43068;3244;46250;87522;120946;137196;183954;193966;203226;205530;208520;209558;1
157798;154584;138710;126304;116076;110120;90266;72470;47904;18868;-7462;40428;64532;92130;101476;147336;154304;160806;163082;166098;167136;0
169442;166572;150650;138628;128410;122242;101478;83198;56758;25286;-7766;46726;73796;103448;113082;161104;170704;177592;179878;182908;183946;0
181494;178826;162998;150996;140934;134822;114042;95618;67052;33690;-4094;49040;82112;111966;122482;170734;180360;187448;189774;192526;193544;0
202116;189588;186886;170962;158956;148470;142362;119418;100858;70030;33776;11320;59022;99074;130318;144282;191986;202836;210576;212932;215678;1
201696;198994;183144;171112;160732;154618;131458;111444;79386;32150;-20098;69760;111582;145528;160656;208174;219026;226982;229338;232040;233058;0
162802;160100;144244;132210;121874;116144;93258;74580;47798;16788;14654;48712;75966;102064;113248;164010;173420;179504;181860;184566;185584;1
