0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
449698;336350;306660;263308;252146;211072;182370;115380;52904;-25554;-115158;198620;248484;285732;317000;333692;372146;392642;411232;416158;419226;0
466614;351620;321938;276054;263862;221214;194350;128166;70028;-8492;106566;198616;249980;287748;322286;338476;377374;399400;418246;423306;428374;0
499936;384016;349350;296156;282596;239434;212532;146158;88010;6628;106742;213322;261936;299048;333346;351178;394084;420164;439596;444978;450362;0
244280;172320;146438;112516;104642;80960;76610;55454;33808;16014;34998;77912;98990;119568;138466;150114;190354;216968;235298;239158;244482;0
313652;272882;200584;170826;132674;123440;93758;87276;62826;39732;19492;39416;86410;110778;135416;157824;170280;213832;239386;257058;260998;0
348144;306142;228596;193850;153080;142904;108274;100436;73648;46442;23024;42874;92620;124578;148800;173066;187392;230328;256052;273520;277490;0
368444;326360;247794;206218;164108;153688;115290;105770;75604;46606;-19970;46990;96422;131128;155446;180658;195450;239000;264776;282280;286322;0
384980;343220;264432;220732;178264;167350;126200;113652;81224;50516;-19536;46748;96756;132584;157738;182740;197362;240898;266340;283872;287898;1
396224;354444;275628;231546;186542;175050;129400;116450;81192;51218;-19366;50528;103798;142668;168358;193412;207176;251176;276576;294120;298146;1
412384;370600;291340;247892;200564;188240;139830;124200;87548;52226;17202;59378;113112;152356;177632;203732;218098;262580;287990;305502;309528;0
426028;384256;304872;260262;212616;199364;149970;134330;95734;58506;-19504;62376;120166;162042;187378;213164;226778;271084;292976;311616;315642;0
519400;454250;412802;330142;281648;228270;213036;157418;139782;96996;-55992;-5654;79792;136344;183264;208762;234898;248406;291238;313074;331668;1
548930;483740;441578;358636;306082;241896;226174;169772;147642;98684;51360;6474;93474;150936;205072;228892;256502;270092;312930;334316;352924;1
500984;458704;375844;323300;258440;242734;182960;159150;107256;54950;-4500;91002;150028;204944;231110;260852;274638;317494;338064;356270;360296;1
509860;467784;384928;333014;267634;249224;184516;163368;112534;61216;-1426;90398;150732;212242;241634;277482;292180;335418;356522;374456;378558;1
486558;402700;351524;285562;266988;199114;177828;127566;77144;10248;85930;151722;213126;242274;283714;298530;342544;363312;379224;383334;389734;1
501914;418052;367144;301250;281016;212274;192170;139880;90472;20378;-82162;155326;220550;249454;291360;306662;350680;370156;385966;390184;396684;0
514866;431004;380096;314014;293684;224520;204400;150874;99322;24702;81138;156464;224328;254074;296394;311904;355702;374096;389906;394138;400638;1
512528;428394;377888;312278;291792;225552;204590;151948;98958;23724;82112;159346;226986;256854;299914;316524;359460;377296;393148;397380;405578;1
537552;453240;402830;336426;314632;238848;217938;164534;112702;31786;80854;160836;227298;258072;302998;320308;363192;380638;396518;400750;409986;1
466952;416706;350494;328242;253114;232002;179546;131060;52648;-55802;154702;223962;254546;298908;317540;362182;380590;396708;400944;410184;410700;0
471602;421782;355278;331218;255980;234624;183324;135998;64276;-42364;147474;222096;255396;302502;320088;364630;383390;399584;403862;413040;413562;0
566426;482094;432274;367278;341926;265190;241870;192284;144384;72956;-38498;154696;223654;257504;305814;324236;371552;390482;407956;412234;421416;1
263328;222412;166400;148684;102084;92540;64200;37948;6510;-39568;73172;100970;126016;165322;180406;223826;242196;258138;262204;271286;271698;0
280480;240818;184654;167100;118468;108270;75786;47960;10550;-36980;75938;106926;133374;175662;194194;240080;257986;275452;279508;288600;289012;0
358688;286644;252094;195770;177640;129158;116546;83272;54076;13238;-37106;78034;110092;137784;181274;198852;245244;262546;279042;283096;292344;1
294878;260338;203936;185698;138534;124522;87776;57830;17952;-32376;79318;111532;144996;193362;211124;257668;275012;291600;295654;305446;305858;0
364260;291906;257366;202274;184044;137158;122176;87082;57020;19522;-33072;80910;117936;149360;198550;216658;264888;282244;298832;302886;312678;1
304820;270300;215350;197522;150900;126104;90732;59842;20736;-32590;80040;115952;148376;199392;218238;267608;284108;300440;304682;314474;314886;1
312498;278160;223654;205758;160178;133634;97834;66790;26366;-28456;77742;111458;145342;199922;218800;267916;284406;300942;305178;314970;315382;0
388308;317550;284098;229762;212296;166620;139322;99536;68280;28602;-26808;79124;116618;150438;205890;222264;271496;287868;304244;308466;318202;0
395724;325056;291612;237568;220306;174874;146610;103532;71632;28284;-26188;76496;116610;151894;208202;224526;273476;288670;305942;310038;319774;0
402090;331422;297978;243938;226758;181474;151378;105646;74094;27480;28620;81746;127912;163858;218986;234950;281902;297102;314154;317750;327486;0
406700;336144;302700;248792;231092;186948;156726;110222;76784;29626;31928;87364;135492;171330;223836;239854;286630;301328;318180;321776;331512;1
329480;296102;242452;224822;180848;151082;104042;76230;30356;-29396;82460;134156;173976;221834;238596;285344;300066;316398;319952;329848;330240;1
334976;301656;248032;230640;186226;160634;115214;90670;44614;-19322;-78668;135414;177320;226166;242886;289806;304366;319988;323532;333428;333820;1
325086;272038;255012;210932;187644;143008;119178;74440;8852;-58938;141296;192186;240522;259540;306756;321120;336706;340250;349446;349838;350720;1
353484;298320;281380;237542;214304;170314;146770;100108;33110;-44278;-128052;189810;241760;260614;308590;324094;338026;341568;350758;351150;352032;1
367778;312634;295664;252198;228960;185462;162864;117236;48704;-24964;-110362;184386;239128;259404;306526;322150;335894;339456;348662;349054;349936;0
392880;359894;303974;286994;243360;220406;177070;153232;107968;42500;-33096;119016;196328;248576;267784;314034;329494;342660;345720;354902;355294;0
392362;359480;303660;286650;243210;219462;176616;151940;104360;38004;-46312;125614;191068;240228;259484;303418;318452;329476;332530;341992;342384;0
394930;362230;306042;288878;244930;219280;177818;153310;105550;41996;50502;130636;185956;238848;257224;301422;316536;327560;330614;340076;340468;1
211702;166906;127126;114004;77326;59968;47018;24786;12812;-14482;61554;100402;137780;174422;189218;226826;262648;273656;287284;306728;310178;0
316032;241132;196326;156414;142936;100852;80336;60002;35930;18542;-13444;65442;108584;148410;191386;208844;250384;288290;299788;313332;333340;1
273698;228154;184264;170912;124162;99840;75714;49796;28760;-12808;70416;118560;159436;205288;234772;282074;321550;341292;368324;388828;392224;0
298730;252364;208482;194334;141506;116588;86726;58924;35842;-8692;71552;125274;169674;220882;251990;303794;344884;371472;398566;419090;422506;1
320548;273968;227460;212944;160798;134026;100832;72512;44924;-2494;71074;127186;173634;227052;261048;322392;364368;395324;432912;456160;459796;1
307108;258602;244374;186168;159462;120322;87522;54658;3382;-62442;131658;183372;240242;281318;347980;390868;425366;465768;494552;498394;501148;0
356942;313278;265688;251266;192800;165976;125142;91690;58738;7702;-61190;132146;186262;246796;287690;356408;399406;435068;476892;510546;515174;0
365014;319474;272202;257608;199064;171104;129524;93358;59180;7842;-62242;134750;186962;246384;290566;362338;405440;442656;486286;519900;525066;0
375254;327114;280588;265708;207690;179578;137848;100670;64174;10604;62998;143718;197084;260574;306260;378960;422246;460114;504236;537642;542878;1
390436;342236;291012;276092;217226;189126;148912;105872;66386;12252;62480;144946;202606;265328;311482;384462;428200;468822;512708;545778;551016;1
344664;293040;277726;220474;192478;152478;111186;68594;11570;-59460;142032;202072;266798;316686;393162;438064;479302;524328;560270;565500;569622;0
395522;348438;296250;280866;223712;195522;155408;110962;69728;12618;-57728;138434;198802;263714;313784;396140;440584;486514;532118;567838;573180;1
373832;320252;304804;248202;220558;181326;137044;88652;30826;-45096;-128994;202484;265410;316284;401338;444706;491398;537040;574376;579764;584230;0
408894;354560;338912;278450;250908;209630;166058;101464;36886;-41246;129620;204808;271870;321610;409628;454676;501400;547260;585920;591454;596024;0
418496;363564;346480;285616;258408;216860;172408;103346;33972;-41924;138396;214840;281816;331980;420824;466102;513556;565178;605020;610838;616412;1
437718;382846;363650;301700;274548;232608;188132;115468;40458;-38640;136924;218792;282438;332846;424156;469640;518570;570274;610538;617362;622508;0
456706;403198;383846;317454;290268;246522;202510;125088;46116;-35890;133238;220084;287682;339370;432172;478774;528294;582156;622336;629274;634140;1
414702;395342;328194;300852;256538;212958;139032;61474;-25726;-127016;220576;290108;342248;435654;482600;531618;585206;624978;631676;636754;637724;0
473134;419754;400002;332578;305294;260196;216568;142906;69290;-17804;-120668;219164;292932;345670;439774;487062;535750;587316;626920;633622;638624;0
477226;423704;403132;336982;309672;264690;220926;145592;71612;-17728;124342;225228;299862;351892;445582;492660;542294;593920;633634;640346;645352;0
538690;486944;433614;412300;346362;319058;275334;231768;155220;72326;-23226;133880;238582;310240;358242;450554;498034;548240;600220;639524;646262;0
540952;489026;435522;414168;347260;319736;275856;232252;155890;74564;-22444;138762;245952;322000;370010;463094;510550;561134;613102;651366;658120;0
554192;503762;447694;426140;357680;330124;286060;243826;162738;78892;-21430;142450;245992;319812;367504;460830;508456;559422;611182;650206;656942;1
553222;502664;445902;424388;353470;325288;279374;236416;155426;69054;-21518;139440;234852;305268;353912;449170;496936;548470;600318;639410;646146;1
536886;472920;451404;374242;345812;288454;243366;156820;70100;-19400;139072;234002;304426;361224;457756;505938;557070;611330;650408;657144;663528;0
316818;263192;215384;197294;149984;134702;105676;82980;36460;-3826;-44676;98578;162476;193496;223186;297064;342764;383930;439706;476944;483256;0
382004;331416;280108;260020;208104;192516;153966;119436;63920;13296;-41208;100108;170626;207008;239908;317126;362068;400078;455934;492304;498138;1
359414;306736;284892;230122;209812;164230;127852;66886;15886;-40000;101840;174530;213554;252554;334536;381706;420294;476142;512576;518410;523240;1
393208;341738;318890;261990;228366;177694;140170;71994;24858;-34276;-100798;176796;218710;268378;355182;405280;453868;509956;547594;553342;562386;0
425424;371196;343656;285586;248016;193130;155946;84562;29094;-33154;102072;177534;223886;271812;359564;409796;457044;512620;549954;555702;568696;1
456352;402110;374768;311956;274930;215662;170562;92238;33766;-31562;103342;181304;230036;277300;365048;416436;463454;519886;559088;564762;581554;0
464458;410216;376152;313160;278290;217220;170848;92316;33720;-32006;103844;183774;232684;280980;368544;420000;463716;520088;560172;565846;582688;0
555946;498502;446176;413740;342564;308454;235142;189040;102744;40698;-31926;114388;196608;245878;303120;390608;441918;487268;543654;583628;589302;1
506490;454168;421742;350324;315674;241428;194360;106756;45140;-31580;113686;195782;247192;304992;393156;444652;489894;546080;585132;590800;607642;0
579810;522060;468636;436170;364254;326378;250776;204076;113350;46610;32372;123158;205600;261724;321048;408684;460044;505170;561226;599852;605520;0
599522;541832;488524;456006;380132;342052;263862;216386;117468;48920;35958;126376;209324;266012;326530;413026;464286;509130;565138;603754;609420;0
616320;558668;504318;471696;395660;357618;272942;224246;122214;51502;40976;132860;225396;280592;340326;433732;485000;529784;585796;624840;630506;1
627086;569434;514920;482266;405736;366148;279940;229432;124348;53618;42002;137040;228124;283134;344404;437254;487428;531616;587622;626666;632332;1
602804;547352;514320;433634;389538;299734;250258;143728;70878;-38086;139144;239362;300680;363256;460612;512666;557930;613908;653564;659230;677212;1
613422;557624;525294;445476;402406;315836;266952;173814;104166;5446;107098;236314;314596;384656;484920;541620;590294;646466;686294;692022;710814;0
673374;620770;564372;532522;454634;411384;325672;276216;172636;95402;11274;135298;260984;341044;414414;515276;570008;619784;676106;716092;722600;0
688124;634882;578042;546788;468980;424048;338506;287390;179856;96544;26826;160816;281010;365172;440602;542406;597222;645892;701642;741706;748218;1
710640;657538;600796;569648;480784;435408;348796;296684;186614;107566;-24034;150874;264804;352462;424178;525260;580378;629072;684818;724980;731572;1
671736;614860;583692;493834;447454;359746;306292;194334;111120;-16360;151002;268920;356480;434658;535524;593704;643986;702034;742904;749496;769200;1
386024;329612;303388;226720;189296;131482;106198;50428;14928;-30376;106644;166086;209982;258332;338048;389814;431806;486722;525722;532284;551988;0
416920;353596;321822;241216;200036;141938;113966;55988;19088;-27502;108016;170196;217568;265898;347268;398718;439924;493074;533698;540262;559966;1
378684;343906;262518;222774;163892;133148;74968;34520;-16982;-103690;174492;223760;278522;359462;411852;454036;506238;547136;553730;573394;574532;1
400956;365994;284748;244412;185548;153536;95874;53564;-4024;-88904;171780;225684;286806;368752;422674;462900;514890;555948;562722;582264;583402;0
401536;366580;287432;247178;187898;154420;94828;51888;-5568;-89010;172426;229196;290018;372968;427438;467068;517892;558844;565618;585150;586288;1
398276;363390;284370;244564;184474;151660;93020;49822;-3784;-83864;-171256;228620;290606;372286;427772;467062;517926;558912;565686;585286;586424;0
403422;368816;291446;251668;191404;157734;98920;54268;964;-80746;169802;230782;291108;371240;425382;464898;515766;557008;563594;583238;584376;1
421048;386780;308496;268540;209386;170564;106290;58676;2174;-79620;172456;235276;297092;379942;433162;470856;518312;558106;564688;584332;585422;0
509920;445660;411642;333702;293296;234126;195580;124368;66484;8802;-72668;171340;235758;295096;378172;430042;467372;514528;550244;556698;575928;1
465814;432222;354256;313912;254658;216254;143474;81918;25514;-59582;-168288;243776;308026;391678;443114;482644;529776;564848;571316;589930;590920;1
488424;410986;371170;312504;274006;204502;144280;88342;6842;-134654;245278;316474;402700;456208;495824;542868;578002;584120;602812;604122;611322;1
494172;417258;378346;319768;281320;217222;157888;105580;17818;-125324;-245422;324672;409512;463630;502626;549492;584592;590696;609468;610760;617960;1
432510;394274;336558;299440;236692;180552;130084;43530;-101148;-226952;324642;409132;465486;505704;553088;588136;594396;612436;613896;621108;621472;0
524172;447518;408686;351800;315462;254470;199016;147044;56896;-88750;-213758;319880;407440;466710;506730;554512;589644;596048;614120;615772;623080;1
454092;416276;359194;322952;260892;205204;155550;66102;-77802;-203374;318862;406858;466788;506366;554270;589150;595756;614408;616056;623338;623732;1
446670;390156;353764;292372;237464;188584;104176;-40712;-170248;-302812;400030;465776;506092;554326;589724;596960;615612;617370;624782;625176;625580;1
455342;399238;364598;303770;252378;204752;121372;-18920;-145910;-274506;-379322;458074;502366;551688;584918;592794;611628;613932;621802;622216;622764;1
404098;342396;291186;245236;162892;26634;-102698;-218522;-312778;-398072;460386;522774;557718;568028;582974;585824;597178;597652;598228;598288;599088;1
429784;367972;317148;271950;189650;54668;-75146;-191260;-287360;-373970;-447088;518324;558242;568944;583116;587016;598722;599196;599784;599844;600644;0
115388;113710;102392;99502;83732;71114;53718;12850;-12272;-30876;-63620;144436;166478;189274;199654;232976;242930;256362;263112;268602;271636;0
149158;147464;134426;131104;110680;97528;78636;35098;-214;-24332;-59914;149368;175930;208132;223554;266610;277170;292446;299420;304496;308286;0
187430;183396;162408;152766;128612;114712;90562;44808;5890;-21560;-60846;151916;178862;212888;228518;271816;284024;304922;312252;318690;331248;1
210050;205784;184146;173906;148232;134324;105362;56940;14192;-15398;-59790;157296;188832;227208;247942;295590;307638;332988;340542;348194;362064;0
221874;217302;195098;184424;158386;142922;111748;63076;14582;-13382;-59438;156106;189240;227454;251942;301008;313900;340708;352006;361304;376052;0
253320;248148;221402;209224;182868;167294;134410;80662;23960;-7120;57788;165474;200702;249580;274934;323944;338736;373636;389294;406030;423518;0
259812;254542;226490;213688;186708;171678;137068;81004;23200;-8534;58614;172616;204046;256660;283534;333054;347954;383206;401422;419682;437534;1
260830;254348;228136;215626;188772;172028;138938;80978;24990;-8452;58340;172772;203826;257992;285200;333456;348418;385068;404674;426794;442972;1
259014;232962;220942;193862;177384;143260;84974;27522;-6004;-57866;173374;203966;258170;284686;334888;349988;386946;407652;432030;448322;462746;1
272380;240006;227978;199400;183568;148838;89884;32714;-894;-55548;174032;206792;264872;290218;341910;357598;396528;417152;441684;457454;471896;1
285152;249462;237040;207156;190960;155984;96992;38828;3784;-54172;172876;206644;262158;288102;341360;358062;399724;424180;449194;464498;479860;1
291950;256280;242284;211934;195622;159192;100728;41726;7162;-51604;-170860;209610;263112;289292;344038;360552;402182;426630;452202;467526;482684;1
251564;220980;204762;169710;111668;53986;18408;-39734;-160774;-204528;259276;285966;340826;362464;407158;430380;456816;472138;486336;493770;499346;0
275562;261448;228700;211796;173896;116404;59202;23606;-37034;-158120;-203232;261630;290054;345888;368784;413340;436762;462724;478194;492342;499940;1
278462;264324;231184;214324;177396;119830;63414;27798;-33500;-154572;-200316;261656;291110;350028;371478;416216;440024;467582;483084;496728;504410;0
283606;269420;235412;218374;181640;124208;67962;31300;-30700;-153384;202940;265614;297300;356922;378450;423660;447408;475098;490702;504154;511836;0
329516;295366;281236;245696;228926;190792;131640;73778;36664;-26382;-150586;205496;272678;305010;364662;387826;432044;455672;484382;500410;514978;1
294794;282760;248548;231920;191926;134286;78942;40634;-22310;-147450;204956;274844;307418;368002;390792;435080;458826;486764;503932;519926;527154;0
342436;307768;295800;260962;244260;203342;146558;89976;54008;-13662;-142504;208168;284128;316546;377096;400644;445664;469304;498054;515262;532732;1
308942;296844;260920;243758;201112;144006;88226;50560;-16698;-140970;204830;282028;317456;380098;405026;450752;474472;503532;520974;538972;547340;0
359128;324176;308874;271318;253356;209540;150692;92336;52948;-16498;-140630;209666;289422;327326;392338;417414;463606;487452;517314;534622;553348;0
372880;337306;322000;284132;266458;223658;165992;104708;61118;-6774;-134988;210924;293226;333058;396268;421362;468776;493852;522976;539236;559234;1
380930;346268;330228;291586;273630;229880;172406;111040;63706;-2826;-132336;211152;295568;336162;402664;427810;476160;501194;530878;547232;566862;0
408440;373322;355282;316342;297772;250238;192504;130634;78886;6012;-132606;218936;306258;353644;422950;448454;498256;523422;553954;570176;590356;0
230556;206650;179720;167840;139240;131416;107440;78638;53514;14074;-16522;113960;131786;148962;187500;224828;240340;284612;311112;338948;354488;1
237078;209198;195174;157158;147082;118250;87358;58954;19186;-14560;118560;141844;165292;214860;256218;273422;323948;351062;379364;393798;411584;0
276168;252910;223310;210472;171236;159916;128060;95600;64072;21632;-14038;123796;151000;177796;228114;271516;289104;339552;365598;393696;408052;1
281596;251274;238664;197876;186386;151944;118688;84434;40286;1104;-113128;155922;186836;239218;285780;302776;354214;380562;409618;423824;441804;1
257574;245004;205562;193632;159042;124842;88726;43136;962;-113870;157498;189698;242130;290280;307284;357756;383894;412532;426492;444542;452816;1
274486;261696;222774;210912;176262;142484;103772;55772;6554;-112850;161270;196940;249062;299330;316394;366246;391342;420174;433252;451206;459482;1
292752;252514;240464;205178;172246;132004;82536;26538;-94136;-153702;194666;249996;314548;334226;385892;411506;441568;454718;472260;480214;486018;0
326796;309984;267692;255346;216702;181822;140242;88546;30690;-90188;149914;198332;255008;323536;349246;404426;431316;462258;475034;492234;500104;0
332110;315220;272814;260744;222016;185322;142068;89922;30932;-88682;149616;199880;257310;328706;353558;409016;436288;467860;480486;497130;505076;0
348682;331672;290548;278128;238422;201912;158912;102380;39970;-83516;156336;203670;260228;336354;362588;419610;446580;479366;491598;508750;516720;1
363926;346530;303624;290370;251052;214452;170282;112650;46206;-80250;154754;208586;265344;341236;366734;424066;449872;482322;493972;510912;518978;1
360726;317118;302726;263272;227198;182334;122814;52260;-74082;-149152;207560;264588;340606;365408;423606;448862;481534;493228;510866;519032;525050;0
405640;387662;340628;325896;282482;244464;199516;140650;64316;-68956;-147002;209630;268488;349102;373806;433578;461178;494610;506344;525644;533872;0
421088;403280;355852;341004;293742;255020;206756;147270;68576;-63206;-154564;221910;286346;371222;395402;455332;483130;515978;527654;546810;555036;0
433562;415488;368292;352964;304046;264790;216278;156260;71742;-64204;162344;231520;299286;383120;406888;467840;495272;528576;540540;559700;567938;0
453224;421924;403670;356246;341432;292918;253828;205050;146570;62840;-66886;159698;221728;282752;358864;382336;443848;471098;504038;515510;534536;1
439544;422034;373186;358288;304082;264984;214926;153330;66776;-62914;159742;224054;283566;365838;388792;449350;477898;510884;522324;540958;549230;1
463660;446176;394790;379410;324068;282988;233566;171170;88030;-40596;145902;225188;284180;370674;395106;455428;486050;520058;531450;550380;558658;1
469780;451876;399974;384534;329578;286512;236992;174732;94954;-33446;145492;226502;286224;375226;401500;461530;493676;528262;539622;558512;566790;1
480102;462208;409924;394488;338242;292924;240412;176664;97490;-28620;150076;236464;296230;383992;411580;471942;504692;539108;550618;569248;577526;0
273900;259668;216896;206262;167872;136680;98646;69054;14850;-62768;125186;163224;187082;249554;264258;307848;331724;362172;373056;390844;399122;0
348152;313760;299196;256804;245136;202588;166134;119332;85132;27582;-56742;130934;180658;209142;270972;288770;335004;361290;390658;401958;419240;0
369016;336010;321404;278992;266428;223908;184596;137440;99010;34160;54340;141124;191876;231124;281816;301224;346332;370732;400068;411322;429324;1
382582;349588;335010;292618;279790;238534;197964;151732;111470;40896;-51788;138200;189078;235074;283568;302732;348350;372544;401968;413302;431304;0
379878;347350;329016;285930;272592;232634;192524;144676;102106;32072;63708;138586;182342;226834;276724;295886;340692;364712;394632;405902;423906;0
426162;407422;375396;356648;314352;300620;258082;216542;164266;117634;32190;73670;152256;200432;246592;297034;316526;360300;381474;410710;421964;0
431638;412856;380798;360826;316240;302330;258270;213256;158188;115406;-26432;89520;171720;226420;268920;318748;338270;381820;403122;432632;443886;0
548104;455214;437520;404136;381790;337132;323014;278256;230810;167396;-110468;-8596;117422;213490;271950;309484;357270;375776;416098;437394;466892;1
554078;461110;442572;408860;386514;340570;325252;281440;232002;167268;108374;-2492;125924;223642;285214;320512;367606;385674;425904;446860;473768;0
539006;446032;427660;393524;371168;325954;310926;268146;218600;156570;-96560;5028;118274;207518;267350;300726;345962;364212;403178;424068;450928;1
550204;457004;436372;402270;380280;333372;317506;274450;221034;156278;90418;15184;132860;232758;287018;320060;365172;383066;422700;442548;469558;1
563412;470530;449818;414952;393262;346314;329746;286548;226112;162020;92580;16828;142476;246758;301764;334288;379458;397260;436486;456332;483302;0
567032;476142;455042;420102;398416;351858;335448;291410;227716;159720;-88544;25842;158672;262548;317454;347654;393282;410778;449440;468860;495806;0
673252;632996;546814;456042;435578;402286;380758;329720;313922;265830;-189426;-120300;-54828;50312;166216;255536;305984;352230;396820;414310;452480;1
692662;650852;563648;472730;451710;418280;395940;338754;323198;266404;184568;-104988;-32660;71290;182826;270026;320434;373296;418260;435798;473736;1
660934;573734;483212;461948;428168;405102;349646;334546;275476;188254;-95958;-11856;85938;189670;271132;321342;374244;419930;437432;475170;494478;0
667154;580518;489618;468314;434544;411218;355806;340796;284066;199120;-89500;-3334;93828;202502;288094;337608;389812;435498;452960;490692;510000;1
271936;222692;201982;181214;169004;139738;120088;81236;55364;2768;31090;55762;99208;132948;193702;202058;275500;278434;314398;317156;324756;1
352728;293420;270704;243126;228958;191354;164166;116244;81608;27944;-27394;72442;121248;172416;251092;283620;346002;350418;388478;391970;400636;1
339572;310066;280512;265840;223100;195596;143722;99954;38464;-17718;75684;135420;200718;290320;308846;411510;416496;455702;459844;469474;476062;0
377176;342244;310660;295482;249560;218864;159792;118202;49620;-6412;71428;139818;203940;303992;341000;461288;473372;512896;517362;530950;541834;1
390314;355240;323536;306926;260502;229958;167838;125120;55950;-1852;77670;159870;225238;345680;373272;492696;505144;544866;549330;563086;574550;1
369696;333568;300990;285358;236122;206166;143700;105476;43886;-534;63220;136690;206538;320148;352150;485730;498168;537948;542286;556032;568094;1
385276;348928;314652;298958;248752;217040;153300;115120;53572;5856;62966;143910;216142;331654;373854;513644;526092;566046;570442;579572;590414;0
414776;378364;344144;327502;275308;242316;174886;123178;57096;6148;67792;149876;235148;361852;410428;527116;539590;579594;583922;593238;604026;1
424010;389298;354962;338008;284614;251716;181828;127988;60190;8668;66252;148504;226252;333830;387868;529704;542430;582404;586816;596914;607752;1
429822;394718;361026;343662;288640;251702;181700;133276;64974;14338;62810;153158;232930;343598;399766;543452;560012;600156;604678;616194;627032;1
409696;378314;342420;324546;267980;231346;165042;123572;59754;12588;-54516;140606;217326;328584;391082;534578;551498;593166;598010;613098;624120;0
502074;427634;395456;357254;335734;279238;239680;172604;130304;64376;15194;57408;145946;212810;326122;392446;497478;514362;556452;561420;576892;1
455670;421744;376800;356616;298628;257524;189860;143016;73240;19872;58918;149164;219240;342798;416104;524772;549054;593832;599082;614522;625632;1
491046;449818;400598;378654;319882;279626;208414;159776;85358;23384;-56678;152062;229290;360862;430626;548594;573244;619350;624842;640490;651608;1
484642;429146;403728;344582;304720;231402;183398;107022;40484;-42240;142954;235166;372384;462796;602566;628730;679890;685396;701782;712740;724616;0
461610;407418;377526;315788;278336;206858;162560;86534;28482;-42534;128164;212996;331906;442848;556100;582316;633956;639458;656236;667274;679188;0
623652;542622;497894;442406;410196;343312;303764;229872;182072;99708;28476;49580;144858;234342;376654;471196;594032;620840;672424;678018;695642;0
697666;643080;561524;515792;460136;427076;359288;315806;234554;181710;95524;-5648;84118;198720;318510;470236;559166;685170;711906;763196;768738;1
721254;666084;581738;532296;476222;439934;370538;325312;241954;187372;100712;-4488;88036;208370;320752;470084;556932;683920;708558;759882;765454;0
735648;679546;595938;546180;487250;451104;381552;334616;246944;190246;-87240;11534;121778;256782;365404;495200;582642;710762;742478;795672;801044;1
702726;646100;561054;511370;452730;417774;349750;305266;219666;162020;66622;20900;128294;250292;331252;447082;536300;655112;685254;739020;743786;0
720590;663436;578362;527328;468400;431222;360702;310378;221648;160082;-60978;27902;136900;259576;336650;452340;540526;660434;682156;735792;740310;1
681880;596734;544376;485202;448376;377920;325332;235308;169970;58710;34406;137906;263306;340814;457456;546904;667214;689350;742970;747480;762608;0
739670;682880;596636;544394;484200;445556;375378;323772;233342;167782;-56510;55272;167308;318274;403796;520336;611212;732118;754236;807986;812510;0
785968;729068;643064;588978;522908;476360;389632;337388;241042;174806;-36360;77110;185866;344432;429390;545790;636672;757874;780006;832746;837300;1
549512;492930;413234;358676;304710;262798;194598;161940;108288;69762;4694;32466;56170;117084;143862;201714;212656;282254;291028;338182;341926;0
616410;556054;475076;420740;360432;309090;225348;183564;122960;81434;-1234;44810;79496;147568;188058;258276;270604;342882;352318;397318;401038;1
600398;518384;467706;401518;343664;258868;211902;145482;100228;14560;-39832;83432;152470;203672;291362;310100;385202;395304;440982;444624;456742;1
571012;517532;440622;381298;291128;234120;161432;113884;27958;-33446;84390;163734;222078;311882;331332;407330;417870;462494;466042;477818;488302;0
596714;541998;466742;406008;313464;251436;179204;127296;34220;-28448;84608;168100;226968;321712;346870;423838;435436;480300;483870;496098;506582;0
633316;544634;488930;417536;364732;282282;219864;151466;108694;24388;-20634;62738;136600;186058;276018;306970;384062;395652;440572;445948;458130;1
659776;566000;510752;437118;379728;294366;237846;166752;121224;33278;-16940;64120;140908;192154;279910;311654;391438;403104;448372;453764;466302;1
587758;532256;458336;400844;312522;256512;183644;131262;46282;-11376;65554;146788;198444;289984;322344;406502;419022;464348;469668;482186;492640;0
755324;659116;602378;530032;471618;381522;308432;211652;158706;48702;19756;87842;176464;229354;322416;353708;438734;450930;496254;501844;514782;0
790904;725298;628080;571280;499506;441738;355962;285278;194194;142408;33032;26610;76670;153998;211700;303940;332784;417038;429188;478192;483750;1
845828;777676;679558;620346;545892;477096;369526;301570;195904;145164;27976;45334;100758;182378;241818;335546;364698;447010;458850;508654;514390;1
816550;715950;656538;582386;513204;402472;333688;219576;168434;38336;-40890;103056;199884;261032;356158;386836;468028;479524;531220;536936;553594;0
801554;700550;641400;568966;498978;388446;328774;231238;156706;36948;27978;88322;182564;246098;341946;373186;455424;466900;518486;524262;540920;0
820322;718110;655346;582134;515210;407586;346860;248672;167250;41610;26848;98474;190892;254952;365840;398484;483012;494402;546048;551786;568574;1
763168;697352;623558;554012;446582;386764;285098;214262;74416;-12104;101474;201908;268280;377292;410684;495260;506632;558310;564268;581036;591418;0
885848;785810;720382;644682;574026;466482;400968;291924;219166;85240;1330;99234;204672;274320;381614;414430;499020;510292;562030;567928;584696;0
907696;808034;743360;664126;593370;472220;401380;292766;220768;82988;-6526;106336;222456;292132;402670;437596;521136;532132;584948;591918;612268;0
722282;660680;576784;514668;447578;346880;268836;215592;138108;99920;-24858;19024;56450;120024;153156;210870;236178;302060;310696;361584;367524;1
812416;748288;664488;603994;527604;423236;342652;288878;179394;107432;25960;28590;78124;147726;191838;259528;283160;349240;357476;409576;415516;0
807428;742228;658418;597990;520680;456280;344832;290282;180448;107254;25940;36006;88434;157596;200622;268290;292634;357698;365978;417904;423644;1
